age,gender,region,marital_status,occupation,education,dependents,account_type,account_age_months,num_products,avg_balance,is_dormant,mobile_banking_active,monthly_mobile_logins,ussd_usage,internet_banking_active,atm_txns_per_month,account_linkage_active,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,has_rel_manager,sector,monthly_fees,churned
45,Male,West,Married,Unemployed,None,0,Current,19,2,294.45424555174117,True,False,5,True,False,2,False,10.725710769895757,82.95048656521531,393.8770523431638,6.514658664271467,6,36,0.6477773081683189,True,Retail,269.68174140986196,True
30,Male,West,Married,Doctor,Bachelors,3,Current,55,5,49630.51312960308,False,True,32,True,True,11,False,16525.641755571207,6589.855454216326,9019.520908436412,82.13973937249504,0,138,4.179159336432253,True,Manufacturing,98.15947630335245,True
41,Male,South,Single,Doctor,High School,3,Savings,60,3,14685.736025093138,False,True,31,True,True,10,False,44163.08487070897,5535.593555702665,2913.116608975854,83.69804733032166,1,157,4.296611154589342,True,Manufacturing,13.533129618405473,False
26,Male,West,Married,Teacher,PhD,0,Current,86,1,6798.975225283957,False,True,49,True,True,16,False,38516.35400592471,8447.891260221064,3468.716393204192,98.32797743432654,0,80,4.633241638102595,True,Agriculture,69.59249039086093,False
62,Male,East,Married,Doctor,High School,2,Savings,52,2,4451.22502835631,False,True,21,False,True,10,True,25972.947833889066,7444.160884724608,6800.387564042234,95.91818537347808,1,62,4.351032088705116,True,Agriculture,56.83453502496596,True
40,Male,East,Married,Unemployed,High School,2,Current,18,1,130.57550502680505,True,False,10,False,False,0,True,138.30315022599393,864.6214930462232,806.8061424683726,22.499706112766585,10,30,0.5147449350511972,False,Retail,280.01409778828645,True
48,Male,North,Single,Engineer,High School,1,Savings,105,5,46575.47031040181,False,False,30,True,True,18,False,27707.148712642636,1454.3177108297223,3414.3361310412174,81.26059577604042,0,148,4.574291726994219,True,Services,79.22632271255361,False
62,Male,East,Single,Entrepreneur,High School,3,Savings,51,1,49024.29623755197,False,True,29,True,True,14,False,35908.052518948665,8341.12839072847,2818.1482859918397,92.64142407703663,0,109,4.729604708296792,True,Healthcare,82.14595375290267,False
54,Female,West,Single,Entrepreneur,Bachelors,3,Savings,93,5,28591.62864387102,False,True,33,True,True,5,False,14113.03261549588,7700.4179618122225,5574.008241627525,92.23131240585536,0,315,4.798720197588788,False,Manufacturing,90.1242704930831,False
29,Female,East,Married,Technician,High School,3,Current,78,4,14999.112381634304,False,True,30,False,True,18,True,33970.75584448817,3610.3728205108027,9232.100780859775,82.55566731384923,1,129,4.3314003667229395,True,Manufacturing,45.9320281266365,False
29,Male,South,Married,Technician,High School,0,Savings,16,0,977.3414891386949,True,False,2,True,False,5,True,337.0475008924802,433.3613223777769,21.07647362976206,8.87834707525364,5,58,0.8515733467305483,False,Retail,377.9084858333903,False
50,Female,North,Single,Technician,PhD,1,Current,97,2,38940.33075283733,False,True,42,True,True,12,False,10174.020314852936,5425.2805156644345,9276.6152134218,82.37965486815838,1,183,4.39984147752206,False,Services,63.31534296566269,True
34,Female,South,Married,Temporary Worker,High School,1,Savings,24,2,226.882794154894,True,True,9,False,False,0,True,357.5996786796592,255.20718945000021,322.34336674949526,33.474991098611305,10,42,2.855034079280126,False,Unemployed,349.23786207649925,True
60,Female,East,Married,Technician,High School,6,Current,3,1,512.9667501889443,True,False,1,True,False,2,False,28.567272670535214,921.1098885871617,838.4884670459674,56.31267607800305,7,6,2.925629708719436,False,Unknown,308.27309261488597,True
63,Male,South,Single,Doctor,High School,0,Savings,42,3,43719.15521014965,False,True,49,True,True,12,False,36789.2376964263,9158.29968234822,6560.01735925783,82.62345107809753,1,139,4.031911572112363,True,Agriculture,68.19654067299572,True
49,Male,East,Married,Unemployed,None,0,Savings,0,2,417.4761832412669,True,False,4,True,False,2,False,380.235913610522,875.9252577748377,576.202306387643,1.4174321439962578,6,52,0.07260731840622403,False,Unknown,460.9196221564273,False
19,Female,North,Married,Technician,High School,0,Current,24,1,234.92074041802658,True,False,7,False,True,0,False,252.6401490483422,450.8580040494065,509.73467497318256,23.050306171915974,7,1,2.539782633848707,False,Retail,286.9430352922634,True
56,Female,East,Single,Technician,None,3,Savings,6,0,262.25270752397046,True,False,9,True,False,5,False,352.37387675082056,437.64543308741355,167.36726058097707,56.076488290808044,9,29,0.562057602374041,False,Unknown,374.9634356739647,False
52,Male,East,Married,Doctor,Bachelors,3,Current,37,4,19402.03064612161,False,True,28,True,True,9,True,34466.15019476632,8716.735488435004,9988.567527474353,97.91253154652341,1,342,4.9177849773705145,False,Healthcare,33.80041965770718,False
52,Female,North,Single,Doctor,High School,4,Current,74,5,46877.439731731254,False,True,24,False,True,10,True,26832.851210810273,1464.2123094066349,3475.68462590653,81.21460682960247,0,70,4.28020181471779,True,Services,14.830436773433199,False
58,Male,South,Single,Technician,PhD,0,Savings,54,2,13354.197838251737,False,True,25,False,True,5,True,16018.63483916381,2982.1509846917074,6087.598865575982,99.9641904336692,1,328,4.351880197466286,False,Agriculture,94.40160386077632,True
