age,gender,region,marital_status,occupation,education,dependents,account_type,account_age_months,num_products,avg_balance,is_dormant,mobile_banking_active,monthly_mobile_logins,ussd_usage,internet_banking_active,atm_txns_per_month,account_linkage_active,monthly_deposits,monthly_withdrawals,monthly_transfers,loan_repayment_history,complaints_count,days_since_last_complaint,satisfaction_rating,has_rel_manager,sector,monthly_fees,churned
65,Female,Suburban,Married,Other,High School,1,Basic,1,3,3231.1674836097354,False,True,15,True,True,7,True,1475.8707158382842,550.9145510336939,216.66661111465635,99.15647795641978,2,3,7.677899208106066,False,Healthcare,55.15366789611893,False
58,Female,Rural,Married,Artist,Postgraduate,3,Premium,229,3,1471.383392084048,False,True,3,True,False,19,False,431.20384456311695,724.9440806382693,322.4213296441733,90.9580086014743,1,146,10.52408023689009,False,Technology,44.82199796904264,False
37,Male,Suburban,Divorced,Engineer,Postgraduate,3,Basic,46,1,7860.32005026033,False,True,23,True,False,5,True,220.1485374429808,604.0044969756983,335.89502917656256,80.32273924304442,4,358,7.304543343030133,False,Technology,60.78214018352328,True
25,Male,Rural,Married,Other,Undergraduate,3,Premium,115,4,7950.278945267764,False,True,34,True,False,1,False,1685.5459101531994,369.8652543419169,14.068525343406861,76.29095080300776,4,205,5.841882933248388,False,Finance,60.92209827727218,True
31,Male,Suburban,Married,Doctor,High School,1,Premium,123,4,6042.835464898282,False,False,19,True,False,4,False,1733.6481135231547,204.7827940409486,98.68575374118267,71.53359512048374,1,248,6.743584692999965,False,Finance,47.773007228375775,True
31,Female,Suburban,Single,Other,High School,2,Business,101,1,4415.21238619187,False,True,45,True,True,10,True,999.3655109248348,525.0747521481128,0.7367446924505998,97.73740490818345,2,22,6.529196277470282,False,Finance,59.08823721749976,True
65,Male,Suburban,Divorced,Artist,Postgraduate,1,Business,155,1,5954.652391627999,False,True,35,False,True,0,True,1672.5103949962477,580.7209985464864,350.61238065685,74.09542389608231,0,300,4.85981926314043,False,Retail,50.19664936209185,True
44,Male,Rural,Divorced,Teacher,High School,2,Premium,167,3,5917.213780766644,False,False,9,False,True,10,True,1108.6936552973673,1816.76410121878,118.93134997432168,98.60823664490519,1,238,8.979066641723902,False,Retail,80.79406473739026,False
18,Female,Suburban,Divorced,Artist,Postgraduate,2,Basic,183,3,4089.26095282311,False,True,36,True,True,7,True,1419.3454107815892,1591.0672326622873,111.8558161865145,105.05742287339666,2,291,6.451194214003222,False,Healthcare,42.311329705162706,False
37,Male,Rural,Divorced,Other,Postgraduate,1,Business,171,4,5482.371013732088,False,True,47,True,True,10,True,1920.5020004252815,433.1821700214245,276.3683179640162,66.35417847389796,2,192,4.826730372075989,False,Healthcare,37.04358219998226,False
41,Female,Rural,Single,Artist,Undergraduate,3,Business,95,4,8712.687577633933,False,True,13,True,True,8,True,395.483495686835,639.0902072615629,158.7450336555161,83.95524087051817,1,77,4.0747147134745525,False,Healthcare,63.25757705377771,True
49,Female,Urban,Divorced,Teacher,Postgraduate,0,Business,163,1,9322.171939335474,False,True,5,True,False,13,True,942.5366073337568,787.8461247154078,204.17962058871106,87.22423229320385,0,44,6.918330295397644,False,Healthcare,50.44683300729144,False
